Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
27,CE,380,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-0380-01,religion,Edict of Thessalonica: Emperor Theodosius I and his co-emperors Gratian and Valentinian II declare their wish that all Roman citizens convert to Nicene Christianity.,Edict of Thessalonica: Emperor Theodosius I and his co-emperors Gratian and Valentinian II declare their wish that all Roman citizens convert to Nicene Christianity.,27 February 380 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,Thessalonica,"Not separately stated; listed as February 27, 380",Wikipedia — February 27,,exact,Edict of Thessalonica,Italy,Gregorian calendar date-page normalization,meets target,Theodosius I; Gratian; Valentinian II,Roman Empire,global,Wikipedia date-page; single-source verification,20,verified—single source,20,10
27,CE,425,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-0425-02,education,The University of Constantinople is founded by Emperor Theodosius II at the urging of his wife Aelia Eudocia.,The University of Constantinople is founded by Emperor Theodosius II at the urging of his wife Aelia Eudocia.,27 February 425 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,Constantinople,"Not separately stated; listed as February 27, 425",Wikipedia — February 27,,exact,University foundation,Turkey,Gregorian calendar date-page normalization,meets target,Theodosius II; Aelia Eudocia,University of Constantinople,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1560,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-1560-03,political,"The Treaty of Berwick is signed by England and the Lords of the Congregation of Scotland, establishing the terms under which English armed forces were to be permitted in Scotland in order to expel occupying French troops.","The Treaty of Berwick is signed by England and the Lords of the Congregation of Scotland, establishing the terms under which English armed forces were to be permitted in Scotland in order to expel occupying French troops.",27 February 1560 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,Berwick,"Not separately stated; listed as February 27, 1560",Wikipedia — February 27,,exact,Treaty of Berwick,United Kingdom,Gregorian calendar date-page normalization,meets target,,England; Lords of the Congregation of Scotland,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1594,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-1594-04,political,Henry IV is crowned King of France.,Henry IV is crowned King of France.,27 February 1594 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,,"Not separately stated; listed as February 27, 1594",Wikipedia — February 27,,exact,French coronation,France,Gregorian calendar date-page normalization,meets target,Henry IV,Kingdom of France,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1617,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-1617-05,war,"Sweden and the Tsardom of Russia sign the Treaty of Stolbovo, ending the Ingrian War and shutting Russia out of the Baltic Sea.","Sweden and the Tsardom of Russia sign the Treaty of Stolbovo, ending the Ingrian War and shutting Russia out of the Baltic Sea.",27 February 1617 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,Stolbovo,"Not separately stated; listed as February 27, 1617",Wikipedia — February 27,,exact,Treaty of Stolbovo,Sweden; Russia,Gregorian calendar date-page normalization,meets target,,Sweden; Tsardom of Russia,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1776,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-27-1776-06,war,American Revolutionary War: The Battle of Moore's Creek Bridge in North Carolina breaks up a Loyalist militia.,American Revolutionary War: The Battle of Moore's Creek Bridge in North Carolina breaks up a Loyalist militia.,27 February 1776 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,North Carolina,"Not separately stated; listed as February 27, 1776",Wikipedia — February 27,,exact,Battle of Moore's Creek Bridge,United States,Gregorian calendar date-page normalization,meets target,,American Revolutionary War,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1812,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-27-1812-07,independence,Argentine War of Independence: Manuel Belgrano raises the Flag of Argentina in the city of Rosario for the first time.,Argentine War of Independence: Manuel Belgrano raises the Flag of Argentina in the city of Rosario for the first time.,27 February 1812 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,Rosario,"Not separately stated; listed as February 27, 1812",Wikipedia — February 27,,exact,Argentine flag raised,Argentina,Gregorian calendar date-page normalization,meets target,Manuel Belgrano,Argentine War of Independence,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1844,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-27-1844-08,independence,The Dominican Republic gains independence from Haiti.,The Dominican Republic gains independence from Haiti.,27 February 1844 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,,"Not separately stated; listed as February 27, 1844",Wikipedia — February 27,,exact,Dominican independence,Dominican Republic; Haiti,Gregorian calendar date-page normalization,meets target,,Dominican Republic,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
27,CE,1860,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-27-1860-09,political,Abraham Lincoln makes a speech at Cooper Union in the city of New York that plays an important role in his election to the Presidency.,Abraham Lincoln makes a speech at Cooper Union in the city of New York that plays an important role in his election to the Presidency.,27 February 1860 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,New York City,"Not separately stated; listed as February 27, 1860",Wikipedia — February 27,,exact,Cooper Union speech,United States,Gregorian calendar date-page normalization,meets target,Abraham Lincoln,United States presidential politics,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1870,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-27-1870-10,political,The current flag of Japan is first adopted as the national flag for Japanese merchant ships.,The current flag of Japan is first adopted as the national flag for Japanese merchant ships.,27 February 1870 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,,"Not separately stated; listed as February 27, 1870",Wikipedia — February 27,,exact,Japanese national flag,Japan,Gregorian calendar date-page normalization,meets target,,Japanese merchant ships,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
27,CE,1900,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-1900-11,political,The British Labour Party is founded.,The British Labour Party is founded.,27 February 1900 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,,"Not separately stated; listed as February 27, 1900",Wikipedia — February 27,,exact,Labour Party founding,United Kingdom,Gregorian calendar date-page normalization,meets target,,British Labour Party,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1922,February,Challenge rebuffed in Leser v. Garnett. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-27-1922-12,social_history,"A challenge to the Nineteenth Amendment to the United States Constitution, allowing women the right to vote, is rebuffed by the Supreme Court of the United States in Leser v. Garnett.","A challenge to the Nineteenth Amendment to the United States Constitution, allowing women the right to vote, is rebuffed by the Supreme Court of the United States in Leser v. Garnett.",27 February 1922 CE,https://en.wikipedia.org/wiki/February_27,,--02-27,,"Not separately stated; listed as February 27, 1922",Wikipedia — February 27,,exact,Voting rights ruling,United States,Gregorian calendar date-page normalization,meets target,,Nineteenth Amendment,national,Wikipedia date-page; single-source verification,20,verified—single source,20,8
27,CE,1933,February,Marinus van der Lubbe claimed responsibility. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-27-1933-13,political,"Reichstag fire: Germany's parliament building in Berlin, the Reichstag, is set on fire; Marinus van der Lubbe, a young Dutch Communist claims responsibility.","Reichstag fire: Germany's parliament building in Berlin, the Reichstag, is set on fire; Marinus van der Lubbe, a young Dutch Communist claims responsibility.",27 February 1933 CE,https://en.wikipedia.org/wiki/February_27,https://encyclopedia.ushmm.org/content/en/article/the-reichstag-fire,--02-27,Berlin,"Not separately stated; listed as February 27, 1933",Wikipedia — February 27,United States Holocaust Memorial Museum — The Reichstag Fire,exact,Reichstag fire,Germany,Gregorian calendar date-page normalization,meets target,Marinus van der Lubbe,Reichstag,global,Cross-checked with institutional/primary source,20,cross-checked,20,10
