Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
27,CE,1564,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-14-1564,historical event,"On March 27, 1564, Lütfi Pasha, Turkish historian and politician, Grand Vizier of the Ottoman Empire (born 1488) This event is included in the documented historical-events chronology for this calendar date.",Lütfi Pasha,1564 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1564","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
27,CE,1638,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-27-06-1638,disaster,"On March 27, 1638, The first of four destructive Calabrian earthquakes strikes southern Italy. Measuring magnitude 6.8 and assigned a Mercalli intensity of XI, it kills 10,000–30,000 people. This event is included in the documented historical-events chronology for this calendar date.",The first of four destructive Calabrian earthquakes strikes southern Italy. Measuring magnitude 6.8 and assigned a Mercalli intensity of XI,1638 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1638","Wikipedia, March 27",documented date,natural disaster,Italy,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,66
27,CE,1782,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-03-1782,conflict,"On March 27, 1782, The Second Rockingham ministry assumes office in Great Britain and begins negotiations to end the American War of Independence. This event is included in the documented historical-events chronology for this calendar date.",The Second Rockingham ministry assumes office in Great Britain and begins negotiations to end the American War of Independence.,1782 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1782","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,69
27,CE,1809,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-04-1809,conflict,"On March 27, 1809, Peninsular War: A combined Franco- Polish force defeats the Spanish in the Battle of Ciudad Real. This event is included in the documented historical-events chronology for this calendar date.",Peninsular War,1809 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1809","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,67
27,CE,1814,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-05-1814,conflict,"On March 27, 1814, War of 1812: In central Alabama, U.S. forces under General Andrew Jackson defeat the Creek at the Battle of Horseshoe Bend. This event is included in the documented historical-events chronology for this calendar date.",War of 1812,1814 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1814","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,67
27,CE,1836,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-08-1836,conflict,"On March 27, 1836, Texas Revolution: On the orders of General Antonio López de Santa Anna, the Mexican Army massacres 342 Texian Army POWs at Goliad, Texas. This event is included in the documented historical-events chronology for this calendar date.",Texas Revolution,1836 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1836","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
27,CE,1871,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-15-1871,historical event,"On March 27, 1871, The first international rugby football match, when Scotland defeats England in Edinburgh at Raeburn Place. This event is included in the documented historical-events chronology for this calendar date.",The first international rugby football match,1871 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1871","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
27,CE,1886,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-09-1886,conflict,"On March 27, 1886, Geronimo, Apache warrior, surrenders to the U.S. Army, ending the main phase of the Apache Wars. This event is included in the documented historical-events chronology for this calendar date.",Geronimo,1886 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1886","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
27,CE,1899,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-10-1899,conflict,"On March 27, 1899, Emilio Aguinaldo leads Filipino forces for the only time during the Philippine–American War at the Battle of Marilao River. This event is included in the documented historical-events chronology for this calendar date.",Emilio Aguinaldo leads Filipino forces for the only time during the Philippine–American War at the Battle of Marilao River.,1899 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1899","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
27,CE,1901,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-16-1901,conflict,"On March 27, 1901, Philippine–American War: Emilio Aguinaldo, leader of the First Philippine Republic, is captured by the Americans. This event is included in the documented historical-events chronology for this calendar date.",Philippine–American War,1901 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1901","Wikipedia, March 27",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
27,CE,1938,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-27-01-1938,conflict,"On March 27, 1938, Second Sino-Japanese War: The Battle of Taierzhuang begins, resulting several weeks later in the war's first major Chinese victory over Japan. This event is included in the documented historical-events chronology for this calendar date.",Second Sino-Japanese War,1938 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1938","Wikipedia, March 27",documented date,military,Japan,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,74
